CustNum,Name,Sex,Age,State,Income,Clicks,LastSpend,Purchases,Spend
5444,Mary Smith,female,72,VIC,30000,866,$1574.39,4,$1095.00
5445,Christine Clarke,female,25,VIC,160000,845,$4218.24,10,$5145.00
5446,Mackenzie Wallace,female,45,VIC,140000,553,$2926.48,11,$5009.50
5447,Christopher Ellis,male,16,NSW,50000,192,$371.04,4,$694.45
5448,Omar Brown,male,72,WA,20000,232,$206.71,2,$459.20
5449,Jimmy Graham,male,64,NSW,40000,184,$380.14,5,$699.30
5450,Joshua Lee,male,32,VIC,80000,129,$303.92,5,$1274.00
5451,Jason Brown,male,64,ACT,70000,640,$2470.72,8,$1099.40
5452,Mr. Joel Baker,male,34,NSW,70000,272,$1348.98,10,$946.45
5453,Michele Jimenez,female,27,QLD,80000,662,$1498.77,5,$2357.50
5454,David Morris,male,37,NSW,20000,113,$167.69,3,$324.00
5455,Alexander Copeland,male,48,SA,100000,289,$1812.03,13,$1795.20
5456,Nicole Lewis,female,65,NSW,100000,895,$4336.27,10,$3202.30
5457,Michael Benson,male,65,VIC,30000,338,$338.17,2,$645.15
5458,Angela Bowman,female,44,VIC,90000,71,$222.37,7,$2942.80
5459,Erin Carroll,female,47,NSW,40000,584,$1025.50,4,$1068.60
5460,Diane Mcintosh,female,53,VIC,20000,579,$731.86,3,$617.40
5461,Rachel Ryan,female,41,SA,50000,125,$307.19,5,$1584.00
5462,Tanner Salinas,male,27,NSW,40000,931,$2154.33,5,$761.60
5463,Miguel Ball,male,59,VIC,120000,475,$2277.15,10,$1729.00
5464,Kenneth Ferguson,male,36,QLD,60000,138,$570.91,9,$865.00
5465,Paul Hicks,male,65,VIC,90000,46,$228.94,10,$1405.05
5466,Roy Lopez,male,58,QLD,50000,251,$638.79,6,$700.40
5467,Mary Bartlett,female,46,VIC,120000,473,$4029.96,17,$3929.40
5468,Angela Larsen,female,45,VIC,90000,951,$3132.59,7,$2352.00
5469,Jennifer Jensen,female,57,NSW,40000,600,$826.80,3,$1383.20
5470,Angela Parks,female,48,NSW,100000,454,$1816.00,8,$3267.40
5471,Ashley Fischer,female,31,ACT,120000,511,$3200.90,13,$3700.00
5472,William Robles,male,16,VIC,30000,697,$1277.60,4,$501.05
5473,Heather Berry,female,48,NSW,120000,975,$7470.45,16,$3374.40
5474,Selena Ramirez,female,40,NSW,120000,379,$1441.72,8,$3034.00
5475,Joshua Perry,male,62,NSW,120000,661,$2692.91,9,$1848.70
5476,Mrs. Sheila Price,female,18,SA,140000,404,$4174.13,21,$5099.80
5477,David Jordan,male,32,VIC,80000,453,$2578.48,12,$1062.10
5478,Jessica Figueroa,female,73,NSW,100000,6,$19.95,5,$3599.10
5479,Danny Brown,male,38,NSW,120000,527,$1631.59,7,$2192.60
5480,Michelle Ayala,female,29,VIC,120000,972,$6123.60,13,$3592.70
5481,Melinda Matthews,female,17,NSW,50000,890,$2621.05,6,$1776.00
5482,Heather Harrington,female,52,ACT,70000,406,$711.92,4,$2145.00
5483,Alexis Gallegos,female,50,VIC,60000,962,$1668.11,4,$2143.20
5484,John Palmer,male,16,NSW,50000,238,$603.92,6,$714.85
5485,Mr. Luis Blankenship,male,19,NSW,120000,228,$860.47,8,$2154.60
5486,Alexander Cervantes,male,61,NSW,90000,723,$3149.39,9,$1393.45
5487,Jerry Lopez,male,16,QLD,120000,543,$2749.75,11,$1559.90
5488,Jessica Rodgers,female,36,NSW,60000,988,$3429.35,7,$1645.40
5489,Preston Martinez,male,56,QLD,90000,821,$3746.22,10,$1212.20
5490,Laura Mcdonald,female,56,WA,100000,994,$3369.66,7,$2994.60
5491,Michael Castro,male,58,NSW,20000,41,$26.32,2,$343.60
5492,Rachel Anthony,female,20,VIC,70000,524,$1450.69,6,$2222.00
5493,Rachel Conrad,female,20,NSW,60000,349,$652.28,4,$1846.80
5494,Donald Johnson,male,17,QLD,30000,451,$349.75,2,$460.90
5495,Dean Ellison,male,59,NSW,30000,376,$666.08,4,$521.40
5496,Lauren Baird,female,36,NSW,20000,627,$719.80,3,$599.90
5497,David Powell,male,49,VIC,20000,416,$595.30,3,$404.00
5498,Margaret Stevens,female,46,VIC,50000,921,$1310.12,3,$1408.00
5499,Candace Anderson,female,48,VIC,40000,431,$1260.24,6,$1080.30
5500,Sean Jimenez,male,70,SA,80000,323,$939.28,6,$1042.60
5501,Mark Estrada,male,37,NSW,60000,297,$456.19,4,$1102.00
5502,Jose Hogan,male,38,VIC,100000,654,$3260.19,10,$1385.60
5503,Felicia Sanchez,female,37,QLD,140000,216,$1831.03,17,$4760.10
5504,Sandra Kelly,female,26,QLD,50000,177,$353.56,4,$1755.20
5505,Jennifer Lee,female,32,NSW,80000,890,$5222.52,12,$2272.50
5506,Stephen Roberts,male,32,NSW,50000,599,$1275.87,5,$918.85
5507,Jason Davis,male,48,SA,160000,622,$7304.77,24,$2005.00
5508,Meagan Barton,female,67,NSW,160000,927,$4271.62,10,$5203.80
5509,Laura Vasquez,female,67,QLD,140000,952,$3918.43,9,$3594.80
5510,Lisa Bennett,female,69,NSW,160000,412,$3378.40,17,$4909.80
5511,Zachary Morris,male,53,NSW,120000,204,$1285.20,13,$1666.30
5512,Danny Mcclure,male,33,NSW,90000,832,$2238.91,6,$1573.25
5513,Lauren Ramos,female,16,VIC,160000,129,$796.70,13,$5679.10
5514,Jose Smith,male,29,SA,60000,207,$634.04,7,$864.00
5515,Jennifer Beck,female,45,VIC,30000,768,$953.86,3,$817.00
5516,Julie Davis,female,52,NSW,80000,724,$4054.40,12,$2130.00
5517,Joanne Grant,female,46,QLD,40000,855,$875.52,3,$1288.30
5518,Lisa Leonard,female,41,VIC,60000,104,$318.55,7,$1831.60
5519,James Salazar,male,19,NSW,50000,973,$3646.32,8,$960.50
5520,Kurt Kirby,male,55,VIC,80000,85,$216.92,5,$1123.20
5521,Eric Aguilar,male,27,NSW,100000,647,$3571.44,12,$1520.00
5522,Grace Dixon,female,40,QLD,20000,432,$336.10,2,$713.30
5523,Brian Garza,male,26,QLD,140000,257,$1437.40,12,$2184.60
5524,Thomas Byrd,male,29,NSW,120000,276,$2137.90,16,$2019.70
5525,Mrs. Deborah Taylor DVM,female,17,VIC,20000,435,$533.75,3,$668.50
5526,Andrea Martinez,female,30,QLD,140000,301,$2454.66,17,$4631.10
5527,Miss Jamie Chen,female,29,VIC,120000,722,$2854.79,8,$4210.60
5528,William Bowman,male,65,VIC,50000,246,$683.88,6,$880.60
5529,Connor Carter,male,44,NSW,70000,265,$863.50,7,$990.15
5530,Dylan Kemp,male,59,NSW,160000,46,$236.99,10,$2710.00
5531,Troy Gibson,male,37,VIC,40000,61,$110.53,4,$686.00
5532,Roger Meyers,male,68,QLD,90000,461,$2941.64,13,$1610.95
5533,Shelly Ellis,female,38,QLD,120000,193,$1131.37,12,$4362.30
5534,Steven Harris,male,54,NSW,140000,227,$1936.99,17,$2494.80
5535,Danielle Vaughn,female,19,NSW,60000,862,$1590.39,4,$2038.70
5536,Jacob Ruiz,male,18,QLD,140000,661,$2762.32,9,$2534.40
5537,Jasmine Harris,female,21,QLD,50000,92,$120.52,3,$1355.20
5538,Mary Barber,female,63,QLD,50000,484,$677.60,3,$1372.80
5539,Jo Thomas,female,31,QLD,120000,229,$1940.09,17,$4010.80
5540,Heather Shepherd,female,43,NSW,90000,999,$5475.52,11,$3298.40
5541,Jason Vance,male,58,NSW,60000,458,$1313.54,6,$817.00
5542,Elizabeth Madden,female,32,WA,50000,906,$2749.71,7,$1390.40
5543,Suzanne Singh,female,40,VIC,70000,993,$3656.23,8,$2114.20
5544,Donald Moore,male,29,NSW,20000,483,$683.45,3,$408.80
5545,Carol Stanley,female,53,TAS,30000,594,$1128.90,4,$919.00
5546,Samuel Richardson,male,61,NSW,120000,528,$3434.11,13,$1869.60
5547,Christian Williams,male,19,NSW,60000,408,$1479.82,8,$836.00
5548,Robert Price,male,32,QLD,20000,885,$1226.61,3,$334.80
5549,William Pitts,male,59,NSW,90000,730,$1724.62,5,$1223.80
5550,Brandon Garcia,male,56,NSW,120000,480,$2594.88,11,$2122.30
5551,Joseph Carter,male,20,NSW,30000,779,$591.26,2,$630.85
5552,Dustin Stone,male,28,TAS,40000,123,$226.32,4,$828.80
5553,Denise Gray,female,59,QLD,40000,28,$40.43,3,$1397.50
5554,Stacy Liu,female,61,QLD,40000,503,$1286.67,6,$1500.20
5555,Katherine Hernandez,female,27,NSW,20000,964,$1031.48,3,$665.00
5556,Jenny Shaw,female,71,NSW,90000,904,$5878.26,13,$3346.00
5557,Angela Larsen,female,65,QLD,30000,90,$117.05,3,$1002.00
5558,Angela Huynh,female,53,VIC,140000,243,$1772.44,15,$3504.50
5559,Andrew Miller,male,58,VIC,160000,644,$4348.29,14,$2687.50
5560,Richard Johnson,male,55,VIC,20000,277,$271.18,2,$342.00
5561,Jeremy Caldwell,male,66,NSW,140000,784,$6805.12,18,$1872.20
5562,Nicholas Hays,male,60,VIC,120000,686,$2774.18,9,$1784.10
5563,Susan Fritz,female,38,NSW,30000,769,$878.97,3,$1172.00
5564,Joseph Gonzales,male,57,VIC,100000,879,$2852.36,7,$1460.80
5565,Cindy Rich,female,34,NSW,100000,146,$1088.43,15,$3546.40
5566,Marie Ross,female,57,SA,70000,444,$1715.62,8,$2206.60
5567,John Knox,male,66,VIC,90000,427,$2319.25,11,$1499.30
5568,Traci Conway,female,24,NSW,120000,107,$603.48,12,$3444.70
5569,Joel Santos,male,47,VIC,160000,808,$3445.31,9,$2775.00
5570,Keith Henry,male,20,VIC,140000,848,$7604.02,18,$2261.60
5571,Jennifer Perez,female,16,QLD,50000,596,$2115.80,8,$1833.60
5572,Jacob Smith,male,19,NSW,50000,236,$600.62,6,$774.35
5573,Jorge Taylor,male,50,NSW,120000,97,$698.40,15,$2228.70
5574,Samantha Williams,female,37,NSW,60000,569,$1522.64,6,$2082.40
5575,Barbara Jimenez,female,64,QLD,30000,162,$304.96,4,$1139.00
5576,Stephanie Wright,female,60,VIC,120000,152,$567.26,8,$3981.20
5577,Mr. Joseph Jimenez DDS,male,35,NSW,160000,541,$2397.71,9,$2290.00
5578,Alexander Carr,male,20,VIC,70000,323,$1010.67,7,$1132.75
5579,Jason Hammond,male,52,NSW,70000,115,$317.98,6,$1377.70
5580,William Perry,male,66,QLD,20000,20,$17.72,2,$400.40
5581,Joshua Gibson,male,29,QLD,20000,532,$775.66,3,$329.20
5582,Elizabeth Jones,female,18,QLD,30000,724,$548.43,2,$1050.00
5583,Samantha Hopkins,female,25,NSW,20000,873,$900.06,3,$833.00
5584,Scott Pierce,male,42,VIC,90000,84,$549.61,13,$1608.05
5585,Barry Hayes,male,36,NSW,100000,545,$2417.08,9,$1668.80
5586,Andrew Dean,male,37,NSW,160000,91,$926.02,20,$2392.50
5587,Ashley Baker,female,38,QLD,70000,837,$1620.01,4,$2279.20
5588,Linda Carrillo,female,48,WA,50000,106,$133.03,3,$1401.60
5589,Tamara Harris,female,73,NT,70000,116,$480.30,9,$1883.20
5590,Roger Davis,male,72,NSW,100000,935,$5161.20,12,$1564.80
5591,Aaron Gould,male,30,VIC,40000,581,$1695.36,6,$734.30
5592,Audrey Good,female,38,VIC,70000,70,$143.57,4,$2259.40
5593,Alicia Patterson,female,63,NSW,60000,12,$21.42,4,$1618.80
5594,Robert Robinson,male,58,VIC,120000,475,$1596.00,7,$1856.30
5595,Tara Nelson,female,56,VIC,90000,941,$2328.98,5,$3245.20
5596,Justin Walker,male,38,NSW,90000,688,$4250.81,13,$1338.35
5597,Diana Armstrong,female,40,NSW,160000,131,$828.97,13,$4782.40
5598,Lance Price,male,64,NSW,80000,536,$2950.14,11,$1205.10
5599,Chelsea Gardner,female,42,VIC,160000,592,$6313.09,22,$5056.80
5600,Jennifer Chase,female,27,QLD,160000,121,$1401.66,23,$4508.00
5601,Jessica Vega,female,25,NSW,40000,56,$127.90,5,$1111.50
5602,Carol Richards,female,33,VIC,80000,701,$4121.88,12,$2315.00
5603,Joy Roman,female,41,NSW,120000,820,$4949.52,13,$3026.60
5604,Robert Stevenson,male,21,NSW,20000,283,$169.80,2,$326.40
5605,Daniel Rice,male,72,VIC,100000,735,$3822.00,11,$1326.40
5606,Kristen White,female,68,QLD,140000,855,$5200.97,13,$4454.80
5607,Larry Fisher,male,29,VIC,120000,601,$2596.32,9,$1784.10
5608,Jesus Jensen,male,52,VIC,100000,788,$2009.40,6,$1443.20
5609,Tina Valencia,female,33,NSW,140000,694,$7082.96,21,$4171.00
5610,Jason Stephens,male,23,NSW,100000,36,$173.34,10,$1657.60
5611,William Myers,male,40,NSW,140000,188,$1758.18,19,$2270.40
5612,Malik Browning,male,36,WA,80000,608,$1400.83,5,$1290.90
5613,Cesar Alexander,male,67,QLD,40000,798,$813.96,3,$813.40
5614,Jennifer Dawson,female,37,QLD,40000,742,$2114.70,6,$1194.70
5615,Drew Wood,male,46,NSW,40000,557,$1238.77,5,$711.90
5616,Hunter Mueller,male,53,NSW,70000,461,$2307.30,10,$1152.30
5617,Scott Hood,male,35,TAS,50000,527,$661.38,3,$741.20
5618,Martha Kelly MD,female,52,NSW,50000,992,$3114.88,7,$1667.20
5619,Deborah Jones,female,43,VIC,60000,994,$2979.02,6,$2280.00
5620,Alfred Anderson,male,36,VIC,50000,552,$1229.58,5,$1006.40
5621,Charles Mccann,male,61,NSW,100000,983,$6974.39,15,$1668.80
5622,Nicholas Rasmussen,male,65,VIC,160000,37,$266.99,14,$2817.50
5623,Pamela Banks,female,31,NSW,80000,958,$4261.18,9,$2832.50
5624,Ronald Smith,male,24,NSW,60000,367,$1599.75,9,$929.00
5625,Suzanne Wheeler,female,47,VIC,20000,554,$421.04,2,$704.20
5626,Jessica Clark,female,71,QLD,60000,915,$4098.28,9,$1882.90
5627,Rachel Sparks,female,29,VIC,40000,316,$509.39,4,$1493.70
5628,Alexis Miller,female,34,NSW,20000,865,$1111.52,3,$807.10
5629,Jessica Harris,female,70,ACT,60000,999,$3689.31,8,$1873.40
5630,Marcus Lopez,male,43,VIC,50000,923,$3050.52,7,$894.20
5631,Michele Joseph,female,70,QLD,40000,192,$329.86,4,$1251.90
5632,Derrick Roberts,male,24,QLD,100000,481,$1519.96,7,$1691.20
5633,Cynthia Mendoza,female,18,NSW,50000,751,$2722.38,8,$1774.40
5634,Catherine Harper,female,46,NSW,100000,968,$3349.28,7,$3044.20
5635,Jamie Whitehead,female,29,NSW,100000,992,$6457.92,13,$2836.50
5636,Angela Hogan,female,37,NSW,30000,530,$1139.24,5,$1001.00
5637,Austin Lee,male,65,NSW,50000,377,$1252.58,7,$691.90
5638,Dana Foster,female,55,NSW,90000,775,$3477.04,9,$2508.80
5639,Amanda Freeman,female,68,SA,140000,704,$5396.16,16,$3994.70
5640,Robert Hendricks,male,63,QLD,20000,851,$499.54,2,$442.00
5641,Alan Hall,male,45,VIC,20000,386,$490.99,3,$458.40
5642,Dr. Heather Thornton DDS,female,49,VIC,40000,642,$1827.13,6,$1474.20
5643,Kelly Hughes,female,44,SA,20000,516,$590.82,3,$563.50
5644,Arthur Ward,male,50,NSW,120000,384,$1387.01,8,$1727.10
5645,Marcus Ward,male,37,ACT,120000,994,$5677.73,12,$2243.90
5646,David Miles,male,69,VIC,90000,15,$79.78,10,$1206.40
5647,Abigail King,female,66,NSW,40000,498,$895.40,4,$1219.40
5648,Paula Savage,female,70,NSW,80000,483,$2745.37,12,$2125.00
5649,Yvonne Wilson,female,48,QLD,30000,180,$328.32,4,$856.00
5650,Mark Lynch,male,39,NSW,20000,121,$111.56,2,$446.40
5651,John Cabrera,male,27,NSW,40000,541,$775.79,3,$583.80
5652,William Frost,male,34,NSW,30000,432,$652.54,4,$508.20
5653,Darlene Frank,female,67,WA,120000,334,$1022.04,7,$3785.10
5654,James Chen,male,62,NSW,90000,956,$5807.70,13,$1738.55
5655,Alexis Hines,female,47,QLD,160000,873,$4951.66,12,$4802.00
5656,Christopher Gomez,male,47,VIC,140000,883,$5352.75,13,$2338.60
5657,Sonya Reynolds,female,48,VIC,30000,494,$846.22,4,$924.00
5658,Paul Daniel,male,38,NSW,50000,773,$2112.22,6,$727.60
5659,Sonya Martin,female,73,VIC,70000,271,$1117.33,9,$2558.60
5660,Samuel Mcintosh DDS,male,36,VIC,50000,76,$259.92,7,$941.80
5661,Olivia Golden,female,53,NSW,60000,130,$263.64,4,$2264.80
5662,Charles Roth,male,63,NSW,40000,383,$1109.93,6,$742.70
5663,Lori Obrien,female,34,NSW,120000,890,$5991.48,14,$3396.60
5664,William Johnson,male,65,NSW,70000,6,$13.00,4,$1201.75
5665,Sheryl Gross,female,56,NSW,40000,498,$1006.96,5,$1251.90
5666,Sherri Smith,female,70,VIC,60000,290,$1103.16,8,$2067.20
5667,Lisa Young,female,34,NSW,100000,221,$990.08,9,$2588.50
5668,Daniel Weber,male,63,NSW,50000,687,$1465.03,5,$719.10
5669,Suzanne Douglas,female,27,QLD,20000,772,$639.22,2,$594.30
5670,Christine Murray,female,24,NSW,30000,554,$765.35,3,$884.00
5671,David Jones,male,65,QLD,120000,219,$1546.58,14,$2078.60
5672,Jay Sweeney,male,73,NSW,160000,38,$300.35,16,$2685.00
5673,Daniel Gomez,male,39,VIC,60000,759,$1584.79,5,$822.00
5674,Jamie Flowers,female,45,NSW,60000,231,$940.40,9,$2040.60
5675,Evan Burke,male,53,VIC,120000,500,$3051.00,13,$1609.30
5676,Timothy Ford,male,37,VIC,80000,963,$5650.88,12,$1365.00
5677,Sean Richardson MD,male,19,NSW,50000,98,$130.34,3,$761.60
5678,Daniel Nguyen,male,65,NSW,120000,779,$5188.14,14,$2162.20
5679,William Garcia,male,18,QLD,80000,408,$1708.70,9,$1145.30
5680,Eileen Jackson,female,69,QLD,140000,188,$1897.67,20,$3702.30
5681,Michael Clark,male,55,ACT,40000,724,$1142.47,4,$787.50
5682,Robert Charles,male,35,NSW,100000,17,$78.03,9,$1400.00
5683,Andrea Fletcher,female,27,NSW,60000,53,$100.97,4,$1615.00
5684,Carlos Newman,male,49,SA,60000,594,$1691.12,6,$1057.00
5685,Spencer Tucker,male,18,NSW,90000,812,$3474.95,9,$1666.05
5686,Joshua Gibson,male,40,QLD,40000,134,$326.69,5,$700.70
5687,Julie Miller,female,40,NSW,20000,597,$792.22,3,$719.60
5688,Jeffrey Sims,male,52,QLD,60000,435,$1799.60,9,$916.00
5689,Melissa Rodriguez,female,48,WA,30000,965,$1778.98,4,$1199.00
5690,Hannah Abbott,female,23,VIC,70000,223,$999.04,9,$2101.00
5691,Kelsey Gordon,female,22,VIC,30000,124,$266.35,5,$961.00
5692,Melissa Velasquez,female,65,VIC,160000,83,$840.62,20,$5096.00
5693,Kara Parsons,female,51,SA,20000,224,$183.46,2,$573.30
5694,Sarah Barnett,female,17,SA,120000,182,$760.03,9,$3947.90
5695,Steven Joseph,male,17,NSW,30000,18,$16.47,2,$465.85
5696,Michael Rangel,male,28,NSW,140000,903,$4664.90,11,$2059.20
5697,Nicholas West,male,63,QLD,60000,692,$1899.54,6,$982.00
5698,John Harper,male,40,SA,90000,749,$2018.93,6,$1164.35
5699,Jill Black,female,38,NSW,30000,306,$260.71,2,$1170.00
5700,Scott Lee,male,57,VIC,100000,680,$4695.40,14,$1686.40
5701,Marilyn Ryan,female,71,VIC,30000,743,$911.66,3,$1026.00
5702,Mary Robertson,female,31,QLD,90000,1,$6.21,5,$3192.00
5703,Charles Parker,male,48,QLD,30000,514,$627.59,3,$638.55
5704,Paul Young,male,73,NSW,70000,316,$682.40,5,$1062.60
5705,Sarah Zimmerman,female,73,SA,80000,736,$3465.09,10,$2395.00
5706,Steven Evans,male,25,VIC,140000,447,$2011.95,9,$2114.20
5707,Christopher Stewart,male,60,QLD,140000,90,$665.91,15,$1854.60
5708,Heather Turner,female,23,NSW,120000,897,$5489.64,13,$4277.20
5709,James Skinner,male,69,NSW,160000,222,$893.33,8,$2825.00
5710,Kyle Johnson,male,62,QLD,120000,118,$963.59,17,$1531.40
5711,Mikayla Jacobs,female,49,QLD,100000,637,$2178.54,7,$2666.00
5712,Brian Smith,male,60,NSW,100000,406,$1569.19,8,$1320.00
5713,Steven Johnson,male,27,QLD,80000,566,$1756.86,7,$1341.60
5714,Julie Cox,female,52,VIC,60000,667,$1564.78,5,$1983.60
5715,Taylor Parrish,female,55,VIC,50000,721,$1943.10,6,$1604.80
5716,Julie Jones,female,48,NSW,80000,426,$1971.53,10,$2555.00
5717,David Hardin,male,28,NSW,100000,208,$1441.44,14,$1390.40
5718,Kristen Duncan,female,65,QLD,70000,146,$602.98,9,$2585.00
5719,Richard Sweeney,male,60,NSW,70000,519,$913.70,4,$1025.80
5720,Paula Robinson,female,50,QLD,80000,955,$5684.16,12,$2900.00
5721,Megan Hickman,female,73,NSW,30000,954,$1023.17,3,$805.00
5722,Meredith Russell,female,51,NSW,90000,957,$4091.17,9,$2942.80
5723,Patrick Mills,male,48,VIC,120000,173,$1415.83,17,$1696.70
5724,Andre Gonzalez,male,69,VIC,30000,963,$1555.73,4,$526.90
5725,Joseph Vance,male,30,NSW,140000,694,$2929.37,9,$1991.00
5726,Margaret Hughes,female,42,VIC,50000,586,$877.53,3,$1819.20
5727,John Hicks,male,50,NSW,160000,915,$7686.00,17,$2932.50
5728,Christine Shelton,female,57,WA,60000,517,$1917.04,8,$1974.10
5729,Matthew Brown,male,23,VIC,70000,886,$1590.81,4,$959.10
5730,Jessica Brandt,female,65,QLD,80000,194,$1038.29,11,$2715.00
5731,Jared Keller,male,47,WA,80000,693,$3905.75,12,$1314.30
5732,Lisa Ewing DVM,female,32,NSW,90000,535,$2701.21,11,$2293.20
5733,Christopher Hernandez,male,62,NSW,30000,760,$1476.30,4,$512.05
5734,Rose Swanson,female,27,VIC,50000,75,$231.00,7,$1907.20
5735,Emma Rosales,female,23,NSW,60000,232,$1040.52,9,$1841.10
5736,Emily Lee,female,43,VIC,160000,826,$7619.02,19,$4473.70
5737,Susan Martinez,female,19,NSW,120000,5,$24.09,7,$3570.50
5738,John Juarez,male,24,QLD,40000,707,$1040.70,3,$712.60
5739,Anita Parks,female,40,NSW,100000,789,$3657.02,10,$2904.70
5740,Roger Mullins,male,51,VIC,160000,472,$2835.78,12,$2565.00
5741,Amanda Ramos,female,43,NSW,70000,551,$2146.42,8,$2538.80
5742,Leslie Lewis,female,64,VIC,20000,49,$66.25,3,$639.10
5743,Thomas Adams,male,53,NSW,120000,654,$3292.24,11,$1525.70
5744,Dr. Michele Spencer PhD,female,23,QLD,30000,732,$1250.62,4,$1018.00
5745,Benjamin James,male,59,NSW,30000,37,$68.93,4,$590.15
5746,Mike Cole,male,22,NSW,30000,960,$1172.16,3,$620.95
5747,Brian Harris,male,33,NSW,30000,72,$73.55,2,$442.20
5748,Tammy Sullivan,female,64,VIC,70000,832,$2323.78,6,$1892.00
5749,Robert Delacruz,male,53,VIC,20000,646,$801.69,3,$432.40
5750,Melinda Moore,female,73,NSW,40000,328,$879.04,6,$1384.50
5751,Elizabeth Ramirez,female,41,VIC,30000,433,$815.12,4,$828.00
5752,Lori Bailey,female,31,NSW,80000,635,$1666.24,6,$2777.50
5753,Jason Branch,male,52,ACT,60000,763,$1629.77,5,$843.00
5754,Russell James,male,21,QLD,120000,447,$3164.76,15,$1922.80
5755,Colleen Martinez,female,70,NSW,90000,515,$1246.82,5,$3354.40
5756,Jim Jordan,male,54,QLD,70000,26,$92.64,7,$946.45
5757,Gary Brown,male,53,NSW,20000,896,$1145.98,3,$417.60
5758,Amy Stanley,female,72,QLD,140000,955,$6918.97,15,$4295.70
5759,Seth Simon,male,40,VIC,40000,981,$2784.08,6,$742.00
5760,Stephen Huerta,male,40,VIC,80000,651,$3411.24,11,$1505.40
5761,Michael Johnson,male,19,NSW,80000,903,$4728.11,11,$1508.00
5762,Glenda Price,female,62,NT,100000,995,$5845.62,12,$3506.10
5763,Larry Flynn,male,35,QLD,90000,269,$1677.75,13,$1596.45
5764,Lisa Williams,female,22,VIC,20000,997,$572.28,2,$610.40
5765,Lauren Hunter,female,33,NSW,50000,703,$1683.68,5,$1686.40
5766,Teresa Evans,female,50,QLD,40000,315,$555.66,4,$1067.30
5767,Kathryn Hughes,female,71,SA,60000,380,$1171.92,7,$1896.20
5768,Sean Bauer,male,66,VIC,60000,486,$1947.89,8,$1134.00
5769,Shaun Ramirez,male,47,WA,70000,144,$659.74,10,$1083.30
5770,Yolanda Byrd,female,26,QLD,160000,672,$5279.23,16,$4757.90
5771,Lauren Barnett,female,16,QLD,100000,381,$2495.55,14,$3351.10
5772,Travis Miller,male,39,NSW,20000,66,$50.56,2,$382.00
5773,Jacob Williams,male,59,SA,120000,645,$2434.23,8,$1812.60
5774,Phillip Parker,male,61,QLD,140000,350,$1830.15,11,$2246.20
5775,William Ellis,male,69,VIC,70000,157,$618.74,8,$1143.10
5776,Jasmine Hamilton,female,60,NSW,60000,863,$2516.51,6,$1654.90
5777,Mitchell Malone,male,61,NSW,40000,291,$401.58,3,$763.00
5778,Kendra Payne,female,57,NSW,160000,739,$6296.28,17,$5571.30
5779,Jacob Jackson,male,21,VIC,140000,118,$1031.67,18,$2637.80
5780,Lisa Valentine PhD,female,32,ACT,140000,27,$232.28,17,$4106.50
5781,Daniel Vazquez,male,42,NSW,100000,147,$789.39,11,$1713.60
5782,Monica Norman,female,19,WA,140000,69,$255.02,8,$3990.40
5783,Joyce Nichols,female,48,NSW,140000,489,$3316.89,14,$4540.80
5784,Angel Harvey,male,31,QLD,140000,359,$3387.52,19,$1821.60
5785,Chad Thompson,male,44,NSW,30000,141,$155.66,3,$619.85
5786,Johnny Howard,male,65,SA,40000,857,$2543.58,6,$755.30
5787,John Merritt,male,53,NSW,60000,36,$124.96,7,$1118.00
5788,Marissa Barnett,female,31,VIC,60000,377,$702.35,4,$1571.30
5789,Barbara Wilson,female,51,NSW,80000,369,$1921.75,11,$2787.50
5790,Daniel Chambers,male,33,ACT,70000,454,$2321.53,11,$969.45
5791,Dylan Boyd,male,49,NSW,90000,535,$1514.32,6,$1448.55
5792,Laura Huang,female,67,VIC,30000,150,$295.43,4,$1178.00
5793,Michelle Williams,female,69,QLD,100000,910,$4918.55,11,$3481.30
5794,Aimee Navarro,female,72,VIC,160000,709,$5252.27,15,$4140.50
5795,Briana Lang,female,66,VIC,60000,716,$2854.69,8,$1993.10
5796,Brandy Whitaker,female,57,NSW,120000,608,$5016.00,17,$3859.10
5797,Dawn Gallagher,female,20,VIC,140000,567,$4723.11,17,$4029.10
5798,Kim Walsh,female,29,NSW,80000,156,$363.17,5,$2502.50
5799,Jennifer Long,female,65,NSW,100000,60,$327.00,11,$3286.00
5800,Dennis Goodman,male,73,NSW,40000,807,$1284.74,4,$681.10
5801,Andrew Dickerson,male,36,QLD,30000,904,$1029.20,3,$602.80
5802,Crystal Brooks,female,32,VIC,100000,2,$7.80,4,$2951.20
5803,Ellen Ortiz,female,32,NSW,140000,194,$1614.66,17,$3973.20
5804,Kayla Esparza,female,56,VIC,30000,635,$1376.36,5,$878.00
5805,Dennis Greer,male,46,NSW,60000,148,$506.16,7,$854.00
5806,Mary Barnett,female,69,NSW,90000,309,$1647.74,11,$3080.00
5807,Michael Morales,male,36,NSW,70000,989,$2893.81,6,$939.55
5808,Ricardo Callahan,male,68,VIC,70000,544,$1420.38,6,$1245.45
5809,Tammy Bennett,female,65,VIC,60000,12,$40.21,6,$2008.30
5810,Derrick Miller,male,48,NSW,100000,853,$5514.64,13,$1289.60
5811,Theresa Dominguez,female,40,VIC,120000,838,$6179.41,15,$3751.80
5812,Christopher Hernandez,male,57,NSW,50000,542,$1256.09,5,$721.65
5813,Brad Avery,male,72,TAS,50000,126,$458.01,8,$935.00
